X,name,year,month,province,meantemp,rain,humi,number,seq,SO2,NO2,PM10,CO,O3_8h,PM2.5,beta,sunlight,population,,,,
19,海南,2014,7,Hainan,28.56,223.85,83.44,0,19,4,15,25,0.6,48,11,0.75,257.96,9030000,,,,
20,海南,2014,8,Hainan,28.33,176.57,82.89,1,20,4,15,25,0.6,43,10,50.78,224.94,9030000,,,,
21,海南,2014,9,Hainan,27.52,231.07,84.67,0,21,4,16,30,0.6,56,15,0.27,228.48,9030000,,,,
22,海南,2014,10,Hainan,26.13,128.08,81.44,0,22,5,16,54,0.7,102,30,30.01,200.16,9030000,,,,
23,海南,2014,11,Hainan,24.62,92.72,84.44,0,23,4,16,40,0.7,73,21,17.3,147.66,9030000,,,,
24,海南,2014,12,Hainan,19.94,80.1,83.22,0,24,5,15,49,0.8,80,29,58.23,60.76,9030000,,,,
25,海南,2015,1,Hainan,19.21,16.03,79.89,3,25,5,18,57,0.8,93,35,114.68,187.56,9110000,,,,
26,海南,2015,2,Hainan,21.34,4.69,82.56,4,26,3,9,51,0.7,75,34,1.91,120.98,9110000,,,,
27,海南,2015,3,Hainan,24.48,14.76,82.44,0,27,3,10,34,0.6,60,17,0.22,180.44,9110000,,,,
28,海南,2015,4,Hainan,25.64,71.88,79.56,1,28,3,13,37,0.7,71,19,56.41,216,9110000,,,,
29,海南,2015,5,Hainan,29.32,71.41,79.67,0,29,3,12,29,0.6,58,14,0.18,283.92,9110000,,,,
30,海南,2015,6,Hainan,29.52,138.6,78.56,0,30,3,12,25,0.5,52,10,46.33,281.32,9110000,,,,
31,海南,2015,7,Hainan,28.14,184.1,81.56,1,31,5,15,30,0.6,66,14,86.06,179.12,9110000,,,,
32,海南,2015,8,Hainan,28.79,75.18,81,1,32,4,14,28,0.6,65,13,6.13,271.82,9110000,,,,
33,海南,2015,9,Hainan,28.08,218.73,84,0,33,4,13,28,0.7,68,14,0.37,213.84,9110000,,,,
34,海南,2015,10,Hainan,25.92,201.45,82.44,0,34,5,17,47,0.7,103,29,45.53,191.34,9110000,,,,
35,海南,2015,11,Hainan,25.63,101.5,83.44,1,35,4,9,31,0.6,73,14,100.48,191.44,9110000,,,,
36,海南,2015,12,Hainan,21.94,57.97,84.56,2,36,4,15,35,0.8,79,19,3.46,102.54,9110000,,,,
37,海南,2016,1,Hainan,20.58,89.3,88.11,0,37,4,18,32,0.8,72,18,0.51,NA,9170000,,,,
38,海南,2016,2,Hainan,18.82,14.59,81.56,1,38,5,13,40,0.8,85,25,53.14,110.6,9170000,,,,
39,海南,2016,3,Hainan,22.24,22.19,82.33,0,39,4,16,38,0.7,81,20,0.27,152.2,9170000,,,,
40,海南,2016,4,Hainan,27.06,56.67,81.11,0,40,4,15,39,0.6,71,20,28.3,NA,9170000,,,,
41,海南,2016,5,Hainan,28.54,107.5,81.22,0,41,4,13,29,0.6,70,14,24.39,NA,9170000,,,,
42,海南,2016,6,Hainan,29.22,156.3,81.89,0,42,4,14,24,0.6,62,9,19.91,252,9170000,,,,
43,海南,2016,7,Hainan,28.97,152.58,81.67,0,43,3,12,26,0.5,51,10,64.84,267,9170000,,,,
44,海南,2016,8,Hainan,28.27,194.93,85.78,1,44,3,15,28,0.5,56,12,43.49,188,9170000,,,,
45,海南,2016,9,Hainan,27.71,226.4,86.11,0,45,5,14,31,0.6,67,15,0.21,152.22,9170000,,,,
46,海南,2016,10,Hainan,26.39,16.78,86.39,0,46,4,12,33,0.6,74,18,52.3,153,9170000,,,,
47,海南,2016,11,Hainan,24.21,139.84,86,2,47,3,11,30,0.6,70,14,77.94,112.16,9170000,,,,
48,海南,2016,12,Hainan,22.12,55,82.22,2,48,5,12,49,0.7,100,27,21.59,97.6,9170000,,,,
49,海南,2017,1,Hainan,20.4,53.28,86.85,1,49,4,11,38,0.6,89,22,5.7,96.18,9260000,,,,
50,海南,2017,2,Hainan,19.08,29.82,84.72,0,50,4,11,34,0.6,87,22,0.95,105.58,9260000,,,,
51,海南,2017,3,Hainan,23.38,80.78,83.62,2,51,4,13,42,0.6,78,22,113.55,124.52,9260000,,,,
52,海南,2017,4,Hainan,25.44,102.04,80.37,4,52,4,12,35,0.6,84,18,14.66,193.72,9260000,,,,
53,海南,2017,5,Hainan,27.34,282.08,82.93,2,53,4,11,27,0.6,76,13,32.79,196.28,9260000,,,,
54,海南,2017,6,Hainan,29.42,128.4,78.34,2,54,4,12,25,0.5,60,11,5.06,250.48,9260000,,,,
55,海南,2017,7,Hainan,27.96,334.02,84.22,0,55,4,12,20,0.5,50,9,0.53,199.98,9260000,,,,
56,海南,2017,8,Hainan,28.82,152.44,80.34,1,56,4,12,23,0.6,53,10,57.3,237.44,9260000,,,,
57,海南,2017,9,Hainan,28.32,206.76,81.78,0,57,4,12,26,0.6,52,12,0.16,222.14,9260000,,,,
58,海南,2017,10,Hainan,25.22,329.04,81.62,0,58,6,12,38,0.6,94,23,52.54,156.38,9260000,,,,
59,海南,2017,11,Hainan,22.36,220.1,86.9,3,59,4,13,38,0.7,86,22,74.3,81.08,9260000,,,,
60,海南,2017,12,Hainan,19.14,24.82,80.3,2,60,6,13,48,0.6,99,29,25.73,89.5,9260000,,,,
61,海南,2018,1,Hainan,18.68,36.96,86.24,7,61,4,14,36,0.6,70,19,7.71,91.78,9340000,,,,
62,海南,2018,2,Hainan,18.24,8.02,79.2,0,62,5,13,46,0.6,78,30,0.15,123.08,9340000,,,,
63,海南,2018,3,Hainan,22.6,38.54,78.1,2,63,4,12,36,0.6,74,18,123.57,228.7,9340000,,,,
64,海南,2018,4,Hainan,24.51,155.7,80.56,8,64,4,11,36,0.6,64,18,21.04,181.04,9340000,,,,
65,海南,2018,5,Hainan,28.5,107.26,77.14,6,65,4,12,24,0.5,60,12,21.84,286.54,9340000,,,,
66,海南,2018,6,Hainan,28.3,381.58,81.2,2,66,4,14,26,0.6,66,12,21.74,183.14,9340000,,,,
67,海南,2018,7,Hainan,27.82,362.62,83.48,1,67,4,12,22,0.6,53,9,8.89,173.88,9340000,,,,
68,海南,2018,8,Hainan,27.4,570.3,85.58,0,68,4,14,26,0.6,64,11,0.34,157.56,9340000,,,,
69,海南,2018,9,Hainan,27.32,122.38,83.32,0,69,5,12,30,0.6,78,16,53.27,196.58,9340000,,,,
70,海南,2018,10,Hainan,25.64,146.68,78.6,2,70,5,12,44,0.7,118,24,77.79,222.96,9340000,,,,
71,海南,2018,11,Hainan,24.04,41.44,82.66,1,71,4,12,34,0.6,86,18,13.92,144.54,9340000,,,,
72,海南,2018,12,Hainan,20.74,68.86,87.76,1,72,6,12,32,0.7,69,17,28.78,99.68,9340000,,,,
73,海南,2019,1,Hainan,19.4,17.9,87,1,73,6,14,43,0.75,81,25,28.86,93.5,9450000,,,,
74,海南,2019,2,Hainan,23.4,21.1,84,2,74,5,9,27,0.48,55,14,25.61,157.9,9450000,,,,
75,海南,2019,3,Hainan,24.3,9.6,83,1,75,5,12,33,0.55,59,16,30.92,147.8,9450000,,,,
76,海南,2019,4,Hainan,28.1,39.7,77,2,76,4,13,28,0.47,72,14,7.64,214.5,9450000,,,,
77,海南,2019,5,Hainan,27.9,385,83,0,77,5,16,27,0.54,84,13,0.5,163.3,9450000,,,,
78,海南,2019,6,Hainan,30,198.6,77,2,78,5,14,23,0.48,71,10,131.72,209.7,9450000,,,,
79,海南,2019,7,Hainan,29.7,172.8,77,2,79,4,12,23,0.49,70,11,1.59,221.7,9450000,,,,
80,海南,2019,8,Hainan,26.4,523,83,0,80,5,15,23,0.57,61,11,0.43,170.8,9450000,,,,
81,海南,2019,9,Hainan,27.4,263.8,80,1,81,5,15,36,0.65,109,20,44.42,183.8,9450000,,,,
82,海南,2019,10,Hainan,26.6,144.8,77,0,82,5,9,36,0.65,106,21,0.72,175.6,9450000,,,,
83,海南,2019,11,Hainan,23.7,12.3,76,1,83,5,12,46,0.63,132,26,126.04,154,9450000,,,,
84,海南,2019,12,Hainan,20.6,10.1,76,1,84,6,13,39,0.7,110,22,2.22,125,9450000,,,,
85,海南,2020,1,Hainan,20.4,33.2,83,0,85,3,9,29,0.68,89,15,0.89,128.4,10120000,,,,
86,海南,2020,2,Hainan,20.8,11.9,83,1,86,3,5,29,0.52,84,14,51.01,91.4,10120000,,,,
87,海南,2020,3,Hainan,24.8,16.8,81,0,87,3,10,27,0.57,70,13,0.31,142.5,10120000,,,,
88,海南,2020,4,Hainan,24,82.6,82,0,88,4,10,31,0.64,89,15,23.91,113,10120000,,,,
89,海南,2020,5,Hainan,29.6,42.7,75,0,89,4,13,29,0.56,87,13,54.88,255.1,10120000,,,,
90,海南,2020,6,Hainan,30,105.6,76,3,90,3,10,20,0.44,60,8,99.32,220.3,10120000,,,,
91,海南,2020,7,Hainan,30,131.2,74,1,91,4,11,20,0.39,59,8,2.83,261.7,10120000,,,,
92,海南,2020,8,Hainan,28.4,214.5,83,0,92,3,13,20,0.46,49,9,0.43,177.3,10120000,,,,
93,海南,2020,9,Hainan,28.4,118.2,82,0,93,4,13,19,0.49,51,9,21.38,158.9,10120000,,,,
94,海南,2020,10,Hainan,25.3,419.9,81,0,94,5,8,34,0.53,105,17,51.21,55.5,10120000,,,,
95,海南,2020,11,Hainan,23.4,28.1,79,1,95,6,12,43,0.5,116,22,87.4,82.8,10120000,,,,
96,海南,2020,12,Hainan,18.6,14.2,80,0,96,7,15,46,0.68,98,30,0,55.3,10120000,,,,
97,廣東,2013,1,Guangdong,13.63,6.84,71.86,176,1,28,63,106,1.5,49,78,3.99,123.91,106440000,,,,
98,廣東,2013,2,Guangdong,17.27,14.55,78.78,56,2,15,35,57,1.2,71,42,26.81,79.63,106440000,,,,
99,廣東,2013,3,Guangdong,19.55,156.45,79.03,141,3,22,46,73,1.2,84,47,37.15,115.9,106440000,,,,
100,廣東,2013,4,Guangdong,20.81,230.19,85.31,190,4,21,47,77,1.1,80,50,29.82,57.1,106440000,,,,
101,廣東,2013,5,Guangdong,25.28,196.36,86,171,5,18,34,49,0.9,79,29,26.03,103.48,106440000,,,,
102,廣東,2013,6,Guangdong,27.67,191.72,81.97,93,6,15,24,41,0.8,83,21,24.8,181.25,106440000,,,,
103,廣東,2013,7,Guangdong,27.72,189.34,82,81,7,15,24,36,0.8,73,19,27.1,194.71,106440000,,,,
104,廣東,2013,8,Guangdong,27.9,222.13,83.06,48,8,17,29,49,0.9,89,27,25.1,177.88,106440000,,,,
105,廣東,2013,9,Guangdong,26.79,158.92,78.86,49,9,20,32,62,0.9,116,38,31.11,177.3,106440000,,,,
106,廣東,2013,10,Guangdong,23.69,7,65.92,69,10,27,40,108,1,155,71,32.32,217.67,106440000,,,,
107,廣東,2013,11,Guangdong,19.57,63.78,71.03,106,11,23,48,90,1.1,84,55,34.67,138.42,106440000,,,,
108,廣東,2013,12,Guangdong,12.65,131.27,63.61,254,12,36,57,117,1.4,63,85,37.89,181.39,106440000,,,,
109,廣東,2014,1,Guangdong,13.7,0.9,66.33,334,13,27,48,108,1.5,101,79,25.19,195.78,107240000,,,,
110,廣東,2014,2,Guangdong,13.42,42.01,78.56,108,14,16,29,56,1.3,71,41,23.66,82.6,107240000,,,,
111,廣東,2014,3,Guangdong,17.58,158.25,81.72,247,15,21,35,68,1.3,70,46,37.19,64.17,107240000,,,,
112,廣東,2014,4,Guangdong,22.7,130.46,82.11,247,16,19,29,61,1.3,90,41,28.55,88.12,107240000,,,,
113,廣東,2014,5,Guangdong,25.24,166.52,87.22,287,17,15,25,43,1,71,26,29.08,109.56,107240000,,,,
114,廣東,2014,6,Guangdong,28.26,203.19,81.97,161,18,14,21,45,0.9,89,26,23.84,167.9,107240000,,,,
115,廣東,2014,7,Guangdong,29.26,162.09,78.5,107,19,14,19,43,0.9,93,25,26.15,248.79,107240000,,,,
116,廣東,2014,8,Guangdong,28.36,172.82,80.89,74,20,15,19,38,0.9,88,22,26.83,223.07,107240000,,,,
117,廣東,2014,9,Guangdong,28.06,112.5,77.92,75,21,16,20,48,1,104,30,31.19,224.38,107240000,,,,
118,廣東,2014,10,Guangdong,24.69,19.14,68.67,109,22,21,28,82,1.1,140,55,33.07,224.44,107240000,,,,
119,廣東,2014,11,Guangdong,20.56,43.13,77.78,150,23,20,31,68,1.2,91,46,32.46,131.98,107240000,,,,
120,廣東,2014,12,Guangdong,13.39,48.27,66.94,269,24,23,38,75,1.2,74,49,38.17,127.01,107240000,,,,
121,廣東,2015,1,Guangdong,14.13,63.17,72.75,582,25,20,42,82,1.2,88,55,29.86,170.76,108490000,,,,
122,廣東,2015,2,Guangdong,16.54,25.4,76.47,193,26,13,30,74,1.1,84,52,21.59,96.66,108490000,,,,
123,廣東,2015,3,Guangdong,18.75,35.98,84.33,280,27,12,29,50,1,64,33,36.52,61.61,108490000,,,,
124,廣東,2015,4,Guangdong,22.39,88.82,77.31,430,28,13,26,52,0.9,94,32,31.15,155.67,108490000,,,,
125,廣東,2015,5,Guangdong,26.22,169.15,87.19,325,29,10,21,36,0.9,72,21,25.44,116.82,108490000,,,,
126,廣東,2015,6,Guangdong,28.87,154.13,81.19,173,30,10,16,31,0.7,70,16,24.36,228.74,108490000,,,,
127,廣東,2015,7,Guangdong,28.29,219.78,80.53,109,31,10,17,39,0.8,86,23,26.02,181.69,108490000,,,,
128,廣東,2015,8,Guangdong,28.47,173.9,79.5,81,32,13,21,47,0.9,101,28,28.33,212.22,108490000,,,,
129,廣東,2015,9,Guangdong,27.23,149.39,80.94,91,33,11,20,50,0.9,108,32,31.45,175.98,108490000,,,,
130,廣東,2015,10,Guangdong,24.3,113.29,76.64,112,34,15,27,65,0.9,109,42,32.4,175.4,108490000,,,,
131,廣東,2015,11,Guangdong,21.54,47.87,79.14,167,35,14,28,56,1,82,35,33.55,140.76,108490000,,,,
132,廣東,2015,12,Guangdong,15.33,146.35,79.64,245,36,13,30,51,1.1,54,33,34.36,81.4,108490000,,,,
133,廣東,2016,1,Guangdong,13.44,226.61,82.86,290,37,11,32,48,1.1,53,32,25.69,NA,109990000,,,,
134,廣東,2016,2,Guangdong,12.94,45.54,75.39,90,38,9,23,50,0.9,69,34,23.74,93.5,109990000,,,,
135,廣東,2016,3,Guangdong,16.64,179.72,83.75,215,39,12,37,60,1,75,40,39.86,72.9,109990000,,,,
136,廣東,2016,4,Guangdong,23.44,208.25,87.56,266,40,11,28,48,0.9,72,32,29.43,50.66,109990000,,,,
137,廣東,2016,5,Guangdong,26.06,196.68,83.39,246,41,10,21,44,0.8,94,27,29.25,142.74,109990000,,,,
138,廣東,2016,6,Guangdong,28.51,251.47,83.69,220,42,10,20,33,0.8,81,18,28.91,188.07,109990000,,,,
139,廣東,2016,7,Guangdong,29.13,168.39,80.69,169,43,11,19,39,0.7,90,21,26.01,224.16,109990000,,,,
140,廣東,2016,8,Guangdong,28.02,298.87,85.39,97,44,11,22,44,0.8,103,27,27.3,138.92,109990000,,,,
141,廣東,2016,9,Guangdong,27.19,146.11,80.75,126,45,11,23,48,0.9,105,30,32.38,135.06,109990000,,,,
142,廣東,2016,10,Guangdong,25.34,5.69,81.64,123,46,11,22,45,0.9,85,28,30.81,130.77,109990000,,,,
143,廣東,2016,11,Guangdong,19.59,119.19,82.03,228,47,12,33,58,1,81,37,38.66,110.35,109990000,,,,
144,廣東,2016,12,Guangdong,16.92,13.03,72.42,529,48,14,43,76,1.1,92,50,36.07,157.73,109990000,,,,
145,廣東,2017,1,Guangdong,16.17,20.41,79.77,472,49,10,34,68,1.1,87,49,25.18,121.18,111690000,,,,
146,廣東,2017,2,Guangdong,15.34,37.47,75.22,254,50,11,30,57,0.9,95,40,29.61,113.82,111690000,,,,
147,廣東,2017,3,Guangdong,18.1,117.59,83.9,755,51,11,38,63,1,75,37,40.94,58.2,111690000,,,,
148,廣東,2017,4,Guangdong,22.14,125.98,81.62,981,52,11,31,55,0.9,94,33,30.46,120.62,111690000,,,,
149,廣東,2017,5,Guangdong,25.43,200.92,82.69,1000,53,11,27,51,0.8,114,31,29.96,131.24,111690000,,,,
150,廣東,2017,6,Guangdong,28.05,350.35,86.05,735,54,9,19,32,0.7,69,17,25.96,156.21,111690000,,,,
151,廣東,2017,7,Guangdong,28.19,310.46,84.75,364,55,10,22,34,0.8,78,19,23.94,187.5,111690000,,,,
152,廣東,2017,8,Guangdong,28.94,205.8,81.79,198,56,10,21,38,0.7,93,21,25.36,220.23,111690000,,,,
153,廣東,2017,9,Guangdong,28.38,142.28,81.75,132,57,12,26,48,0.8,112,29,27.94,202.94,111690000,,,,
154,廣東,2017,10,Guangdong,24.31,108.69,74.01,162,58,12,26,53,0.9,112,33,35.86,197.78,111690000,,,,
155,廣東,2017,11,Guangdong,19.83,52.08,78.88,438,59,13,33,61,0.9,83,40,40.71,82.6,111690000,,,,
156,廣東,2017,12,Guangdong,15.33,4.08,64.96,1015,60,17,42,77,1,97,52,38.6,156.23,111690000,,,,
157,廣東,2018,1,Guangdong,13.91,109.19,76.99,1295,61,13,43,68,1,80,48,24.82,103.05,113460000,,,,
158,廣東,2018,2,Guangdong,14.45,17.62,71.12,241,62,10,26,60,0.8,89,44,19.49,100.48,113460000,,,,
159,廣東,2018,3,Guangdong,19.68,50.26,77.08,455,63,11,32,56,0.8,109,36,41.49,156.2,113460000,,,,
160,廣東,2018,4,Guangdong,22.4,NA,79.3,834,64,11,28,63,0.8,100,35,32.98,92.7,113460000,,,,
161,廣東,2018,5,Guangdong,27.62,104.85,79.67,713,65,9,21,40,0.7,103,22,28.04,214.09,113460000,,,,
162,廣東,2018,6,Guangdong,27.6,394.91,83.87,516,66,9,20,36,0.7,99,20,27.31,145.57,113460000,,,,
163,廣東,2018,7,Guangdong,28.56,230.17,83.04,314,67,9,19,35,0.7,84,18,25.22,196.85,113460000,,,,
164,廣東,2018,8,Guangdong,27.9,386.7,86.33,167,68,9,22,38,0.8,101,22,26.07,138.95,113460000,,,,
165,廣東,2018,9,Guangdong,27.08,206.25,82.15,146,69,10,22,44,0.8,109,25,30.36,175.43,113460000,,,,
166,廣東,2018,10,Guangdong,22.98,66.42,75.01,173,70,13,31,59,0.8,127,36,34.97,173.63,113460000,,,,
167,廣東,2018,11,Guangdong,20.66,64.32,81.4,368,71,12,35,59,0.9,92,37,36.77,121.03,113460000,,,,
168,廣東,2018,12,Guangdong,15.97,21.72,80.76,416,72,10,33,52,0.9,61,33,30.9,83.53,113460000,,,,
169,廣東,2019,1,Guangdong,15,2,78,353,73,7,54,69,1.19,64,48,26.01,100.1,115210000,,,,
170,廣東,2019,2,Guangdong,18,164.6,86,147,74,5,35,42,0.95,52,26,25.93,32.1,115210000,,,,
171,廣東,2019,3,Guangdong,19.4,180.7,89,261,75,6,52,52,0.88,69,29,38.53,57.1,115210000,,,,
172,廣東,2019,4,Guangdong,23.4,412.8,90,369,76,6,47,42,0.81,73,24,31.56,43.6,115210000,,,,
173,廣東,2019,5,Guangdong,24.8,349.6,86,309,77,6,39,37,0.74,92,21,28.86,61.9,115210000,,,,
174,廣東,2019,6,Guangdong,28,459.5,84,267,78,5,34,30,0.68,101,16,29.53,114.3,115210000,,,,
175,廣東,2019,7,Guangdong,28.7,260.5,84,189,79,6,32,36,0.65,98,19,25.72,136.1,115210000,,,,
176,廣東,2019,8,Guangdong,28.3,479.9,86,96,80,6,36,41,0.73,130,23,27.21,186.4,115210000,,,,
177,廣東,2019,9,Guangdong,26.7,104.6,79,134,81,7,41,54,0.75,153,30,35.26,258.3,115210000,,,,
178,廣東,2019,10,Guangdong,24.1,39.5,78,191,82,8,42,66,0.83,154,39,35.8,222.1,115210000,,,,
179,廣東,2019,11,Guangdong,19.5,NA,72,462,83,9,57,84,0.83,142,42,40.7,269.5,115210000,,,,
180,廣東,2019,12,Guangdong,16,5.6,69,1115,84,10,68,85,0.98,86,42,39.99,177,115210000,,,,
181,廣東,2020,1,Guangdong,15.8,22.4,76,880,85,6,44,53,0.93,80,29,16.6,118.7,126240000,,,,
182,廣東,2020,2,Guangdong,16.1,124.9,82,24,86,5,30,35,0.73,81,24,8.57,98.2,126240000,,,,
183,廣東,2020,3,Guangdong,20,151.6,84,44,87,6,39,39,0.73,66,21,41.96,52.1,126240000,,,,
184,廣東,2020,4,Guangdong,20,125.7,81,42,88,8,48,53,0.81,109,27,27.94,125.6,126240000,,,,
185,廣東,2020,5,Guangdong,27.1,545.5,84,40,89,6,33,37,0.71,114,18,31.73,95.7,126240000,,,,
186,廣東,2020,6,Guangdong,28.2,262.7,84,43,90,6,28,26,0.63,85,12,31.55,133.4,126240000,,,,
187,廣東,2020,7,Guangdong,30.3,67.5,74,47,91,6,24,28,0.58,110,12,32.97,207.1,126240000,,,,
188,廣東,2020,8,Guangdong,28.4,226.5,83,59,92,7,31,33,0.64,122,18,31.5,187.8,126240000,,,,
189,廣東,2020,9,Guangdong,27,345,88,46,93,7,39,38,0.81,108,21,29.9,119.5,126240000,,,,
190,廣東,2020,10,Guangdong,23.4,12.2,75,66,94,8,33,50,0.78,113,28,35.96,160.3,126240000,,,,
191,廣東,2020,11,Guangdong,21.2,4.4,73,103,95,9,44,62,0.83,114,32,35.8,195.8,126240000,,,,
192,廣東,2020,12,Guangdong,14.6,1.9,69,206,96,9,45,63,0.91,78,35,40.45,147.5,126240000,,,,
193,廣西,2013,1,Guangxi,11.67,28.48,79.21,22,1,26,51,131,1.7,33,103,4.38,28.72,47190000,,,,
194,廣西,2013,2,Guangxi,15.66,25.6,83.92,16,2,11,26,52,1.2,54,39,20.59,49.66,47190000,,,,
195,廣西,2013,3,Guangxi,20.49,95.38,75.75,17,3,16,32,91,1.1,84,57,23.43,110.04,47190000,,,,
196,廣西,2013,4,Guangxi,21.7,132.98,80.08,22,4,15,31,74,1.1,73,48,24.93,83.81,47190000,,,,
197,廣西,2013,5,Guangxi,25.8,188.59,80.83,24,5,11,29,57,1.1,87,33,19.84,127.95,47190000,,,,
198,廣西,2013,6,Guangxi,27.58,183.02,77.17,12,6,12,24,50,0.9,91,27,22.2,161.21,47190000,,,,
199,廣西,2013,7,Guangxi,27.99,159.67,78.21,28,7,10,19,39,0.9,68,21,22.4,186.11,47190000,,,,
200,廣西,2013,8,Guangxi,28,239.27,78.58,5,8,11,30,56,0.8,82,31,14.08,181.54,47190000,,,,
201,廣西,2013,9,Guangxi,25.74,140.95,77.75,11,9,17,37,78,1,96,47,29.41,149.19,47190000,,,,
202,廣西,2013,10,Guangxi,22.66,28.75,68.33,11,10,30,49,136,1.2,128,87,22.61,161.45,47190000,,,,
203,廣西,2013,11,Guangxi,19.15,144.7,72.17,23,11,26,50,109,1.3,80,69,29.65,111.86,47190000,,,,
204,廣西,2013,12,Guangxi,12.07,104.01,67.04,49,12,40,53,150,1.4,55,105,27.15,157.23,47190000,,,,
205,廣西,2014,1,Guangxi,13.18,6.16,70.79,40,13,37,46,154,1.6,116,117,15.81,138.42,47540000,,,,
206,廣西,2014,2,Guangxi,12.48,37.95,78.5,8,14,17,25,70,1.2,81,53,18.24,50.91,47540000,,,,
207,廣西,2014,3,Guangxi,16.78,84.08,85.71,44,15,20,27,78,1.2,62,51,33.25,31.89,47540000,,,,
208,廣西,2014,4,Guangxi,22.72,146.17,83.92,26,16,19,24,69,1.2,78,41,17.61,46.79,47540000,,,,
209,廣西,2014,5,Guangxi,25.9,172.52,80.33,25,17,18,23,72,1.2,96,39,23.18,127.35,47540000,,,,
210,廣西,2014,6,Guangxi,27.87,237.96,82.21,19,18,15,20,63,1.1,101,37,20.82,121.91,47540000,,,,
211,廣西,2014,7,Guangxi,28.34,219.93,80.92,17,19,17,19,51,0.9,82,25,22.12,194.71,47540000,,,,
212,廣西,2014,8,Guangxi,27.47,202.94,82.29,13,20,15,20,50,0.9,89,25,20.58,173.59,47540000,,,,
213,廣西,2014,9,Guangxi,27.28,134.98,78.25,12,21,18,22,61,1,102,35,25.22,196.6,47540000,,,,
214,廣西,2014,10,Guangxi,24.2,75.18,73.08,27,22,25,32,112,1.2,142,75,27.54,187.2,47540000,,,,
215,廣西,2014,11,Guangxi,19.06,88.74,80.17,32,23,24,29,83,1.2,82,55,25.54,79.69,47540000,,,,
216,廣西,2014,12,Guangxi,12.7,45.32,68.21,81,24,32,38,102,1.2,88,68,29.32,115.44,47540000,,,,
217,廣西,2015,1,Guangxi,13.64,57.6,77.12,84,25,25,33,106,1.4,73,74,20.24,104.71,47960000,,,,
218,廣西,2015,2,Guangxi,15.86,31.56,79.46,39,26,16,26,96,1.4,65,72,18.13,71.17,47960000,,,,
219,廣西,2015,3,Guangxi,18.08,41.32,84.88,31,27,15,20,61,1.2,55,42,23.75,42.91,47960000,,,,
220,廣西,2015,4,Guangxi,22.9,44.18,72.17,47,28,19,20,72,1.1,100,44,25.74,149.42,47960000,,,,
221,廣西,2015,5,Guangxi,26.85,194.07,81.71,46,29,15,16,50,1,85,28,21.72,125.82,47960000,,,,
222,廣西,2015,6,Guangxi,28.33,198.03,81.54,33,30,13,13,39,0.8,75,20,20.73,155.16,47960000,,,,
223,廣西,2015,7,Guangxi,27.42,216.91,80.25,24,31,14,14,46,0.9,85,28,20.93,136.25,47960000,,,,
224,廣西,2015,8,Guangxi,27.76,191.5,80.79,18,32,17,16,55,0.9,91,32,21.68,164.78,47960000,,,,
225,廣西,2015,9,Guangxi,26.24,212.14,84.79,18,33,16,16,50,1,80,31,24.02,112.24,47960000,,,,
226,廣西,2015,10,Guangxi,23.39,120.57,78.12,23,34,22,24,73,1,102,45,25.34,164.5,47960000,,,,
