X,name,year,month,province,meantemp,rain,humi,number,seq,SO2,NO2,PM10,CO,O3_8h,PM2.5,beta,sunlight,population,,,,
19,西藏,2014,7,Tibet,13.69,130.32,67.67,7,19,9,16,32,0.6,96,14,17.84753347,175.17,3180000,,,,
20,西藏,2014,8,Tibet,12.82,122.55,68.44,2,20,8,19,36,0.7,100,16,18.84736131,177.45,3180000,,,,
21,西藏,2014,9,Tibet,10.97,54.48,62.77,4,21,10,19,38,0.7,94,16,20.59707653,195.81,3180000,,,,
22,西藏,2014,10,Tibet,5.3,10.19,48.97,3,22,9,27,55,0.9,109,24,25.44988339,244.98,3180000,,,,
23,西藏,2014,11,Tibet,1.14,1.23,35.85,7,23,10,33,75,0.9,91,32,18.7296,234.1,3180000,,,,
24,西藏,2014,12,Tibet,-2.16,3.67,32.79,4,24,14,32,75,1.5,83,40,12.1834773,225.4,3180000,,,,
25,西藏,2015,1,Tibet,-5.3,7.83,36.62,0,25,14,17,55,1.4,72,32,9.402323056,217.25,3240000,,,,
26,西藏,2015,2,Tibet,-2.72,6.77,33.97,0,26,13,14,46,1.7,73,23,32.83016982,202.67,3240000,,,,
27,西藏,2015,3,Tibet,1.98,12.93,36.13,2,27,13,12,49,1.3,87,20,40.68120534,233.89,3240000,,,,
28,西藏,2015,4,Tibet,4.67,33.83,50.49,10,28,12,13,48,1.1,105,20,40.21770975,203.96,3240000,,,,
29,西藏,2015,5,Tibet,9.17,35.19,49.62,17,29,10,13,48,1,105,21,21.32481383,247.96,3240000,,,,
30,西藏,2015,6,Tibet,13.2,64.15,54.36,8,30,10,10,47,0.5,94,19,21.00895318,225.17,3240000,,,,
31,西藏,2015,7,Tibet,13.42,57.63,54.38,13,31,9,14,52,0.5,101,21,20.226594,239.71,3240000,,,,
32,西藏,2015,8,Tibet,12.9,122.61,65.41,7,32,9,11,39,0.6,85,16,23.51602416,184.88,3240000,,,,
33,西藏,2015,9,Tibet,12.31,39.94,58.05,18,33,9,12,38,0.7,77,17,22.36556448,221.91,3240000,,,,
34,西藏,2015,10,Tibet,5.9,9.93,46.13,19,34,10,15,59,0.9,80,26,21.04546584,242.98,3240000,,,,
35,西藏,2015,11,Tibet,1.27,2.71,37,9,35,13,20,75,1.3,73,34,16.84564997,229.95,3240000,,,,
36,西藏,2015,12,Tibet,-2.95,1.05,32.54,3,36,15,21,77,1.3,72,37,16.95415206,217.8,3240000,,,,
37,西藏,2016,1,Tibet,-5.51,4.41,35.49,2,37,16,18,58,1,70,33,20.13196177,NA,3310000,,,,
38,西藏,2016,2,Tibet,0.2,4.88,29.9,2,38,13,11,61,0.7,78,28,24.69109955,NA,3310000,,,,
39,西藏,2016,3,Tibet,2.25,13.72,38.95,7,39,11,14,52,0.7,89,25,24.12310656,194.27,3310000,,,,
40,西藏,2016,4,Tibet,6.09,23.17,44.51,7,40,10,15,74,0.8,102,26,23.33410405,169.86,3310000,,,,
41,西藏,2016,5,Tibet,9.04,44.64,49.92,4,41,9,14,61,0.7,112,24,22.91193947,220.86,3310000,,,,
42,西藏,2016,6,Tibet,12.57,106.39,62.28,15,42,8,14,36,0.7,88,17,22.16914059,166.44,3310000,,,,
43,西藏,2016,7,Tibet,13.61,142.42,67.9,8,43,9,11,37,0.4,65,15,21.63620873,146.13,3310000,,,,
44,西藏,2016,8,Tibet,13.76,56.22,61.26,5,44,10,15,40,0.4,77,16,20.16671715,217.33,3310000,,,,
45,西藏,2016,9,Tibet,10.9,94.83,66.64,7,45,9,13,45,0.6,73,16,23.50458013,129.06,3310000,,,,
46,西藏,2016,10,Tibet,6.33,0.61,49.87,9,46,9,17,82,0.6,76,26,21.86217889,210.43,3310000,,,,
47,西藏,2016,11,Tibet,1.37,1.68,32.85,12,47,14,29,77,0.9,73,37,17.48161947,228.17,3310000,,,,
48,西藏,2016,12,Tibet,-1.15,0.69,30.41,1,48,16,28,82,1,70,42,17.82158588,210.74,3310000,,,,
49,西藏,2017,1,Tibet,-3.17,3.63,33.51,2,49,14,17,47,0.8,82,22,18.04476045,197.53,3370000,,,,
50,西藏,2017,2,Tibet,0.64,5.52,31.46,1,50,13,15,52,0.8,92,21,21.92128627,187.11,3370000,,,,
51,西藏,2017,3,Tibet,1.83,22.39,39.48,1,51,13,15,50,0.8,100,20,21.29452182,179.99,3370000,,,,
52,西藏,2017,4,Tibet,6.42,40.38,43.97,1,52,12,14,62,0.7,113,22,26.71590778,220.38,3370000,,,,
53,西藏,2017,5,Tibet,9.66,47.84,52.45,4,53,9,12,53,0.6,117,19,27.75438171,215.43,3370000,,,,
54,西藏,2017,6,Tibet,13.17,82.43,56.4,10,54,7,12,45,0.5,110,14,25.41595592,202.57,3370000,,,,
55,西藏,2017,7,Tibet,14.31,121.8,65.95,8,55,6,12,41,0.5,82,12,21.36324122,181.11,3370000,,,,
56,西藏,2017,8,Tibet,14.48,102.79,65.63,4,56,6,12,33,0.5,81,11,23.69593291,183.93,3370000,,,,
57,西藏,2017,9,Tibet,13.09,32.92,59.05,13,57,6,14,36,0.5,82,12,25.43428964,208.53,3370000,,,,
58,西藏,2017,10,Tibet,8.34,24.35,48.34,26,58,7,17,39,0.6,87,15,24.26607641,231.4,3370000,,,,
59,西藏,2017,11,Tibet,1.59,2.83,37.89,15,59,8,22,49,0.8,80,21,20.08293478,225.35,3370000,,,,
60,西藏,2017,12,Tibet,-0.33,0.12,31.59,9,60,9,23,66,1.2,75,31,17.33131367,235.6,3370000,,,,
61,西藏,2018,1,Tibet,-1.7,1.59,27.23,5,61,7,17,63,0.8,85,26,17.12690381,227.85,3440000,,,,
62,西藏,2018,2,Tibet,0.45,7.71,34.79,1,62,8,10,47,0.7,92,18,19.3759244,178.2,3440000,,,,
63,西藏,2018,3,Tibet,2.08,18.7,40.9,3,63,7,12,42,0.6,102,19,19.56447264,209.2,3440000,,,,
64,西藏,2018,4,Tibet,6.17,19,45.33,1,64,6,12,52,0.6,118,20,25.34827676,205.35,3440000,,,,
65,西藏,2018,5,Tibet,9.98,30.2,47.21,2,65,6,11,51,0.6,125,19,26.43205713,224.03,3440000,,,,
66,西藏,2018,6,Tibet,14.47,55.7,52.8,11,66,6,10,33,0.5,118,13,26.70564555,212.99,3440000,,,,
67,西藏,2018,7,Tibet,14.9,139.41,65.61,7,67,6,10,29,0.5,86,11,21.5982584,162.26,3440000,,,,
68,西藏,2018,8,Tibet,14.15,115.01,69.23,3,68,4,9,29,0.5,74,11,21.57920152,151.51,3440000,,,,
69,西藏,2018,9,Tibet,12.57,54.64,61.13,5,69,4,10,38,0.5,87,13,25.10662111,206.42,3440000,,,,
70,西藏,2018,10,Tibet,5.09,15.58,46.86,15,70,5,12,46,0.5,94,18,25.68595129,227.53,3440000,,,,
71,西藏,2018,11,Tibet,1.04,6.83,37.59,12,71,6,15,64,0.7,77,25,24.02991023,213.93,3440000,,,,
72,西藏,2018,12,Tibet,-4.03,8.5,38.86,16,72,7,18,58,0.9,77,28,19.11377143,210.77,3440000,,,,
73,西藏,2019,1,Tibet,-1.9,NA,28,8,73,6,21,34,0.7,84,14,18.32116681,247.5,3510000,,,,
74,西藏,2019,2,Tibet,3.1,NA,20,1,74,5,13,34,0.6,86,11,12.32673081,205.6,3510000,,,,
75,西藏,2019,3,Tibet,5.8,3,22,2,75,4,15,37,0.5,98,14,8.500912522,280.6,3510000,,,,
76,西藏,2019,4,Tibet,9.7,6.7,36,-,76,5,15,34,0.4,116,11,39.02180815,262.5,3510000,,,,
77,西藏,2019,5,Tibet,14.3,29,37,3,77,6,14,33,0.4,131,14,41.84961539,267.4,3510000,,,,
78,西藏,2019,6,Tibet,19.6,2.7,31,13,78,6,12,26,0.4,116,12,47.72333822,306.1,3510000,,,,
79,西藏,2019,7,Tibet,16.3,202.3,59,4,79,8,16,20,0.4,102,8,19.8921791,209.7,3510000,,,,
80,西藏,2019,8,Tibet,16.8,133.2,56,6,80,8,18,20,0.4,96,7,22.25078119,239.6,3510000,,,,
81,西藏,2019,9,Tibet,14.4,101.1,58,7,81,8,19,21,0.5,88,7,24.71471726,197.4,3510000,,,,
82,西藏,2019,10,Tibet,10.3,11.5,46,8,82,7,20,28,0.5,93,10,24.46002562,239.2,3510000,,,,
83,西藏,2019,11,Tibet,6.1,1.5,32,16,83,6,29,40,0.7,76,15,23.10902708,261.5,3510000,,,,
84,西藏,2019,12,Tibet,0.3,NA,21,11,84,6,30,43,0.8,68,18,15.70614811,238,3510000,,,,
85,西藏,2020,1,Tibet,-0.7,0.3,22,1,85,6,20,35,0.8,80,16,7.296747584,268.8,3660000,,,,
86,西藏,2020,2,Tibet,1.7,0.2,21,-,86,6,9,20,0.6,90,10,9.015035099,279.4,3660000,,,,
87,西藏,2020,3,Tibet,5.9,10.2,31,-,87,6,10,25,0.5,102,8,13.44547655,317.2,3660000,,,,
88,西藏,2020,4,Tibet,7.8,9.1,40,-,88,6,15,32,0.4,106,10,28.35810045,310.9,3660000,,,,
89,西藏,2020,5,Tibet,11.9,36,42,-,89,6,16,26,0.4,121,10,51.05383073,318.9,3660000,,,,
90,西藏,2020,6,Tibet,17.7,76.9,47,1,90,7,15,22,0.4,105,10,46.50418298,306.4,3660000,,,,
91,西藏,2020,7,Tibet,17.2,174.2,60,2,91,8,16,18,0.5,90,7,31.62235446,265.6,3660000,,,,
92,西藏,2020,8,Tibet,17.2,79.1,54,-,92,8,19,22,0.4,91,8,35.52178138,323,3660000,,,,
93,西藏,2020,9,Tibet,16.8,40.8,49,6,93,8,20,22,0.4,92,9,38.23499127,301,3660000,,,,
94,西藏,2020,10,Tibet,13.1,1.3,35,6,94,7,26,36,0.6,83,14,47.23625606,316.8,3660000,,,,
95,西藏,2020,11,Tibet,5,NA,24,5,95,6,29,40,0.7,82,16,18.64553797,275.5,3660000,,,,
96,西藏,2020,12,Tibet,2.8,NA,18,6,96,5,31,43,0.9,72,19,22.44760859,261.2,3660000,,,,
97,河南,2013,1,Henan,0.21,8.67,65.58,104,1,96,69,294,4.8,23,205,12.38109981,85.99,94130000,,,,
98,河南,2013,2,Henan,3.6,18.13,71.42,44,2,64,45,219,3.3,47,149,17.34741236,70.28,94130000,,,,
99,河南,2013,3,Henan,11.01,12.29,52.89,73,3,51,47,159,2.4,57,82,23.74898272,153.25,94130000,,,,
100,河南,2013,4,Henan,15.65,31.79,52.32,88,4,47,44,139,2.4,82,76,24.33598805,209.85,94130000,,,,
101,河南,2013,5,Henan,22.01,125.43,64.21,73,5,44,53,150,1.9,100,87,22.6443862,166.93,94130000,,,,
102,河南,2013,6,Henan,26.06,34.74,64.74,77,6,30,43,154,1.8,101,88,21.16028642,183.21,94130000,,,,
103,河南,2013,7,Henan,28.68,133.66,75.58,39,7,19,36,130,1.8,63,74,20.86763197,165.41,94130000,,,,
104,河南,2013,8,Henan,28.77,111.67,68.21,27,8,26,36,102,1.9,94,59,21.86836252,248.11,94130000,,,,
105,河南,2013,9,Henan,22.18,40.54,71.11,28,9,36,47,132,2.6,82,86,25.00839626,144.6,94130000,,,,
106,河南,2013,10,Henan,16.51,20.89,62.16,48,10,63,53,197,3.2,76,148,26.72701561,173.23,94130000,,,,
107,河南,2013,11,Henan,9.02,36.12,65.74,79,11,82,58,134,2.7,33,80,26.12754533,156.37,94130000,,,,
108,河南,2013,12,Henan,2.78,0.25,57.42,103,12,93,62,172,2.4,11,113,22.95743919,137.03,94130000,,,,
109,河南,2014,1,Henan,3.69,2.96,53.32,57,13,90,62,204,2.6,38,147,21.58250894,126.55,94360000,,,,
110,河南,2014,2,Henan,2.31,37.32,74.58,35,14,71,42,165,2.1,56,125,23.27457828,54.14,94360000,,,,
111,河南,2014,3,Henan,12.08,9.02,57.89,62,15,58,46,160,1.6,84,90,25.83558413,178.17,94360000,,,,
112,河南,2014,4,Henan,16.06,89.17,69.89,89,16,39,42,139,1.8,93,77,27.03945807,149.87,94360000,,,,
113,河南,2014,5,Henan,22.04,53.81,56.79,132,17,39,40,138,1.4,117,62,25.45149451,214.48,94360000,,,,
114,河南,2014,6,Henan,25.36,61.15,66.32,154,18,34,35,120,1.4,137,72,23.62956494,159.51,94360000,,,,
115,河南,2014,7,Henan,27.44,71.42,70.16,113,19,26,31,101,1.1,133,55,22.19986413,228.2,94360000,,,,
116,河南,2014,8,Henan,24.73,107.47,77.05,74,20,29,33,96,1.1,107,52,22.72544986,142.95,94360000,,,,
117,河南,2014,9,Henan,20.65,200.12,84,88,21,26,36,87,1.3,78,51,24.38961085,101.29,94360000,,,,
118,河南,2014,10,Henan,16.9,48.85,73.16,97,22,45,47,130,1.5,62,80,26.14723065,136.79,94360000,,,,
119,河南,2014,11,Henan,9.48,41.86,71.11,161,23,59,57,165,1.8,43,110,26.49550131,116.72,94360000,,,,
120,河南,2014,12,Henan,3.24,0.54,47.05,210,24,90,56,131,1.8,44,74,25.60868373,173.63,94360000,,,,
121,河南,2015,1,Henan,3.13,12.76,59.26,265,25,70,61,183,2,45,122,22.79230592,116.79,94800000,,,,
122,河南,2015,2,Henan,4.87,11.17,59.26,121,26,53,43,168,1.7,69,103,22.96215803,122.63,94800000,,,,
123,河南,2015,3,Henan,10.34,34.64,62.58,127,27,39,42,152,1.3,81,82,24.67504065,145.96,94800000,,,,
124,河南,2015,4,Henan,15.15,85.67,66.32,213,28,33,37,133,1.1,106,68,26.65467488,198.75,94800000,,,,
125,河南,2015,5,Henan,21.07,92.5,67.84,289,29,32,33,136,1.1,133,76,24.98062433,197.97,94800000,,,,
126,河南,2015,6,Henan,24.37,140.25,68.47,232,30,26,30,118,1.1,131,62,22.30089521,124.72,94800000,,,,
127,河南,2015,7,Henan,26.43,90.01,74.68,146,31,18,27,98,1,120,58,20.86654329,191.43,94800000,,,,
128,河南,2015,8,Henan,25.69,117.51,77.53,76,32,19,27,89,1,121,49,22.80691378,188.73,94800000,,,,
129,河南,2015,9,Henan,21.61,43.3,74.95,85,33,24,35,99,1.2,107,55,25.52339235,137.41,94800000,,,,
130,河南,2015,10,Henan,16.47,44.3,64.95,158,34,38,48,128,1.4,86,69,26.77135246,156.25,94800000,,,,
131,河南,2015,11,Henan,7.23,71.42,84.47,177,35,34,45,116,1.7,43,77,26.20190022,46.83,94800000,,,,
132,河南,2015,12,Henan,3.64,3.29,63.79,196,36,55,62,214,2.4,43,135,23.42594653,115.83,94800000,,,,
133,河南,2016,1,Henan,0.32,6.84,61.53,178,37,58,59,208,2.4,44,136,21.73093856,NA,95320000,,,,
134,河南,2016,2,Henan,5.03,16.57,46.89,55,38,53,42,151,1.9,76,84,23.77627214,172.27,95320000,,,,
135,河南,2016,3,Henan,11.18,13.98,51.68,119,39,45,48,174,1.5,102,81,25.79820238,NA,95320000,,,,
136,河南,2016,4,Henan,17.63,56.97,66.11,167,40,34,42,146,1.3,120,67,27.43523816,165.4,95320000,,,,
137,河南,2016,5,Henan,20.4,77.38,61.58,192,41,25,32,97,1,137,45,24.19717206,175.47,95320000,,,,
138,河南,2016,6,Henan,25.3,129.44,68.05,135,42,19,30,84,1.1,151,43,23.04246837,190.57,95320000,,,,
139,河南,2016,7,Henan,27.5,179.07,78.16,117,43,12,23,70,1.1,123,40,21.96858107,176.2,95320000,,,,
140,河南,2016,8,Henan,26.93,77.15,77.21,64,44,15,24,67,1.1,124,38,23.48621762,165.47,95320000,,,,
141,河南,2016,9,Henan,23.2,56.24,65.89,69,45,25,39,100,1.3,139,52,25.44267825,121.47,95320000,,,,
142,河南,2016,10,Henan,15.67,4.49,79.76,103,46,20,41,80,1.2,66,44,27.22877156,69.87,95320000,,,,
143,河南,2016,11,Henan,8.6,35.5,76.95,152,47,28,51,161,1.6,49,96,25.89469139,101.67,95320000,,,,
144,河南,2016,12,Henan,4.95,24.17,71.32,130,48,37,59,201,2.1,47,142,23.83616079,100.07,95320000,,,,
145,河南,2017,1,Henan,2.82,24.96,67.08,97,49,35,54,198,2.4,51,134,23.18474723,102.36,95590000,,,,
146,河南,2017,2,Henan,5.31,17.75,60.89,72,50,34,47,154,1.7,80,100,24.93037211,125.27,95590000,,,,
147,河南,2017,3,Henan,9.74,19.66,57.47,108,51,29,46,126,1.2,95,73,27.07088138,142.28,95590000,,,,
148,河南,2017,4,Henan,17.27,45.6,60.33,145,52,23,38,115,1.2,115,54,28.63536697,200.97,95590000,,,,
149,河南,2017,5,Henan,23.09,67,56.62,297,53,20,33,135,1,162,52,26.75169725,250.88,95590000,,,,
150,河南,2017,6,Henan,25.29,90.43,65.42,262,54,14,31,94,1,177,47,24.29293755,190.62,95590000,,,,
151,河南,2017,7,Henan,28.71,136.51,73.65,170,55,9,22,70,1,141,37,21.59464333,216.69,95590000,,,,
152,河南,2017,8,Henan,26.97,144.38,77.07,93,56,12,26,72,1.1,140,39,22.6192442,181.76,95590000,,,,
153,河南,2017,9,Henan,22.24,154.69,78.96,78,57,16,36,85,1.1,125,43,25.34536956,132.8,95590000,,,,
154,河南,2017,10,Henan,14.74,122.73,81.41,118,58,15,42,89,1.1,74,51,28.59919968,89.52,95590000,,,,
155,河南,2017,11,Henan,9.85,6.29,56.37,220,59,22,55,136,1.2,66,75,29.3123252,156.75,95590000,,,,
156,河南,2017,12,Henan,4.02,1.62,48.96,398,60,24,57,148,1.5,57,94,25.83746697,169.46,95590000,,,,
157,河南,2018,1,Henan,-0.19,38.9,64.45,254,61,21,51,155,1.6,59,111,22.05218249,106.45,96050000,,,,
158,河南,2018,2,Henan,4.22,11.82,50.81,88,62,20,39,144,1.3,84,86,22.54501925,153.75,96050000,,,,
159,河南,2018,3,Henan,11.68,34.56,65.51,103,63,15,39,124,1.1,109,75,25.66923918,176.3,96050000,,,,
160,河南,2018,4,Henan,17.29,NA,63.94,171,64,16,35,145,1,123,52,28.25948972,185.36,96050000,,,,
161,河南,2018,5,Henan,21.9,139.73,68.31,208,65,14,30,105,0.9,147,46,26.68091176,166.59,96050000,,,,
162,河南,2018,6,Henan,26.85,83.53,61.06,252,66,12,28,79,0.9,188,37,23.99150377,221.38,96050000,,,,
163,河南,2018,7,Henan,28.53,138.58,77.37,126,67,9,22,62,0.8,136,33,23.07096715,198.53,96050000,,,,
164,河南,2018,8,Henan,28.08,128.89,75.47,98,68,11,23,66,1,148,35,23.92310402,221.52,96050000,,,,
165,河南,2018,9,Henan,21.87,65.78,69.66,99,69,13,36,75,1,124,34,27.68719932,150.41,96050000,,,,
166,河南,2018,10,Henan,16.39,3.61,53.43,180,70,18,53,111,1,121,57,29.64630081,208.22,96050000,,,,
167,河南,2018,11,Henan,9.58,38.65,72.41,361,71,16,53,155,1.3,68,97,29.44439135,117.76,96050000,,,,
168,河南,2018,12,Henan,2.45,22.41,60.64,486,72,20,57,163,1.4,41,102,25.14041355,86.88,96050000,,,,
169,河南,2019,1,Henan,1.4,13.4,53,305,73,18,68,165,1.38,38,122,21.94039184,71.4,96400000,,,,
170,河南,2019,2,Henan,2.5,11.8,63,93,74,12,44,151,1.13,76,121,23.66574346,74.9,96400000,,,,
171,河南,2019,3,Henan,12.8,2,43,192,75,11,49,113,0.69,101,54,25.86028565,213.7,96400000,,,,
172,河南,2019,4,Henan,16.6,29.6,56,188,76,9,41,114,0.82,116,54,28.63572619,181.9,96400000,,,,
173,河南,2019,5,Henan,23.8,0.6,40,275,77,9,38,116,0.64,149,40,26.09707436,212.4,96400000,,,,
174,河南,2019,6,Henan,28.8,86.1,47,282,78,6,34,79,0.64,179,30,24.50317379,169.7,96400000,,,,
175,河南,2019,7,Henan,29.8,99.9,58,158,79,4,36,69,0.73,174,30,22.32766068,168.7,96400000,,,,
176,河南,2019,8,Henan,27.3,254.4,67,85,80,5,31,55,0.78,145,25,24.03793491,159.5,96400000,,,,
177,河南,2019,9,Henan,23,41.3,64,98,81,8,39,69,0.88,153,32,27.35422141,167.3,96400000,,,,
178,河南,2019,10,Henan,16.6,81.8,64,175,82,8,48,88,0.87,90,36,29.38540291,129.2,96400000,,,,
179,河南,2019,11,Henan,11,4,56,259,83,11,56,120,0.99,63,71,28.02822799,112.2,96400000,,,,
180,河南,2019,12,Henan,4.5,8.5,57,301,84,11,52,109,1.2,45,89,23.1259407,159.1,96400000,,,,
181,河南,2020,1,Henan,2.7,47.7,72,119,85,11,50,129,1.3,59,120,18.5736692,62,99410000,,,,
182,河南,2020,2,Henan,6.3,33.5,65,19,86,8,21,74,0.82,89,60,19.3545423,150.3,99410000,,,,
183,河南,2020,3,Henan,12.8,5.5,51,15,87,10,37,97,0.68,103,48,22.45068489,170.1,99410000,,,,
184,河南,2020,4,Henan,16.2,22.3,49,17,88,11,41,96,0.61,127,43,25.8529191,218.1,99410000,,,,
185,河南,2020,5,Henan,24.7,54.5,47,12,89,9,33,89,0.62,159,29,27.14769304,245.9,99410000,,,,
186,河南,2020,6,Henan,27.1,129.1,62,21,90,6,30,76,0.67,165,30,28.43601709,121.1,99410000,,,,
187,河南,2020,7,Henan,26.6,127,79,30,91,4,28,59,0.71,153,29,29.58038111,97.2,99410000,,,,
188,河南,2020,8,Henan,27.5,129,82,45,92,4,27,50,0.75,122,23,27.5946984,124,99410000,,,,
189,河南,2020,9,Henan,24.6,51.7,58,45,93,8,39,70,0.72,145,29,27.1743985,165.8,99410000,,,,
190,河南,2020,10,Henan,15.6,31.1,67,45,94,10,56,104,0.83,72,48,28.02651637,87.5,99410000,,,,
191,河南,2020,11,Henan,10.9,39.6,62,75,95,10,48,105,0.92,56,70,28.66562953,102.2,99410000,,,,
192,河南,2020,12,Henan,2.9,8.4,53,110,96,12,52,115,1.04,45,83,29.20005983,132.7,99410000,,,,
193,陝西,2013,1,Shaanxi,-1.25,1.99,53.29,143,1,110,80,301,4,29,218,16.96040694,192.12,37640000,,,,
194,陝西,2013,2,Shaanxi,2.65,8.97,62.23,42,2,71,60,259,3.6,55,203,24.88464736,127.94,37640000,,,,
195,陝西,2013,3,Shaanxi,10.48,7.5,43.29,111,3,50,68,327,2.2,66,121,34.73393917,218.8,37640000,,,,
196,陝西,2013,4,Shaanxi,13.57,36.66,50,141,4,29,58,181,2.2,81,80,36.61022103,236.79,37640000,,,,
197,陝西,2013,5,Shaanxi,18.79,107.44,63.49,208,5,19,47,117,1.3,88,54,31.93698551,188.43,37640000,,,,
198,陝西,2013,6,Shaanxi,23.16,68.95,63.69,171,6,17,37,88,1.1,105,42,28.13361985,217.67,37640000,,,,
199,陝西,2013,7,Shaanxi,24.12,170.8,79.37,61,7,14,35,93,1.4,108,50,25.778063,146.66,37640000,,,,
200,陝西,2013,8,Shaanxi,24.35,78.56,73,31,8,21,38,110,1.1,121,58,29.09635621,242.51,37640000,,,,
201,陝西,2013,9,Shaanxi,18.63,78.1,74.17,37,9,27,50,135,1.5,100,80,34.04728712,146.9,37640000,,,,
202,陝西,2013,10,Shaanxi,13.58,29.03,68.2,67,10,34,65,188,2,66,114,36.19158239,199.22,37640000,,,,
203,陝西,2013,11,Shaanxi,5.42,24.66,67.51,86,11,45,52,132,1.8,27,68,34.74144811,155.31,37640000,,,,
204,陝西,2013,12,Shaanxi,-0.43,0.45,57,109,12,92,69,254,2.9,11,176,30.62884853,187,37640000,,,,
205,陝西,2014,1,Shaanxi,0.28,1.05,44.4,61,13,98,59,203,2.5,39,127,29.39279459,188.08,37750000,,,,
206,陝西,2014,2,Shaanxi,0.32,17.32,71.51,35,14,64,44,208,2.6,55,153,31.26231705,79.8,37750000,,,,
207,陝西,2014,3,Shaanxi,8.78,24.05,53.89,63,15,39,47,164,2.2,79,74,34.62040408,187.55,37750000,,,,
208,陝西,2014,4,Shaanxi,13.57,77.61,68.97,75,16,19,39,131,1.6,84,60,36.78961286,146.55,37750000,,,,
209,陝西,2014,5,Shaanxi,17.5,56.01,57.31,136,17,18,37,139,1.3,100,66,33.977478,223.22,37750000,,,,
210,陝西,2014,6,Shaanxi,22.17,61.61,64.86,130,18,12,34,91,1.3,115,43,30.28915722,202.79,37750000,,,,
211,陝西,2014,7,Shaanxi,24.77,81.53,65.86,67,19,11,31,76,0.9,120,35,26.8259571,264.2,37750000,,,,
212,陝西,2014,8,Shaanxi,21.78,118.91,73.09,26,20,11,33,80,1,104,41,30.13007948,193.61,37750000,,,,
213,陝西,2014,9,Shaanxi,17.99,195.43,83.49,42,21,10,33,69,1.2,70,37,34.17479056,105.4,37750000,,,,
214,陝西,2014,10,Shaanxi,13.39,38.91,74.69,64,22,18,46,135,1.4,63,72,36.74634912,139.13,37750000,,,,
215,陝西,2014,11,Shaanxi,6.06,23.05,70.86,88,23,33,45,133,1.6,37,78,35.33000257,128.63,37750000,,,,
216,陝西,2014,12,Shaanxi,-0.93,1.1,49.54,103,24,52,44,123,2.1,34,62,32.60100681,181.86,37750000,,,,
217,陝西,2015,1,Shaanxi,-0.1,7.82,58.83,111,25,50,48,147,2.6,43,94,30.23736599,149.69,37930000,,,,
218,陝西,2015,2,Shaanxi,2.38,6.73,56.23,39,26,35,34,121,1.9,70,68,33.30577854,153.79,37930000,,,,
219,陝西,2015,3,Shaanxi,8.1,27.96,59.09,115,27,25,36,110,1.6,80,57,35.66764623,166.91,37930000,,,,
220,陝西,2015,4,Shaanxi,13.36,77.49,61.71,150,28,17,32,92,1.5,102,37,39.29896339,212.71,37930000,,,,
221,陝西,2015,5,Shaanxi,18.13,67.63,61.23,284,29,16,31,90,1.3,114,41,34.97765541,229.94,37930000,,,,
